coefficients,x_known,y_known,z_known,e_known,hyperparameter,0.67std_percent_known,1std_percent_known,1.96std_percent_known,0.67std_percent_fit_rand,1std_percent_fit_rand,1.96std_percent_fit_rand,coeff_known_pull,coeff_known,coeff_GP_pull_rand,coeff_GP_rand
"[-0.26064087  1.46167412  0.74308945 -0.1899586   1.73245177  0.31059008
 -0.36666427  1.41138349  0.3893778   0.02208821  1.45653313  0.58422088]","[1.32 1.32 1.32 1.32 1.32 1.32 1.32 1.41 1.41 1.41 1.41 1.41 1.41 1.41
 1.41 1.41 1.74 1.74 1.74 1.74 1.84 1.84 1.84 1.84]","[-0.64 -0.55 -0.2   0.08  0.32  0.41  0.82 -0.75 -0.65 -0.41 -0.17  0.03
  0.19  0.46  0.56  0.7  -0.52 -0.19  0.14  0.53 -0.67 -0.4   0.25  0.8 ]","[-0.04268293 -0.07423581  0.01408451  0.05323194 -0.03328895 -0.11033275
 -0.4251497  -0.18518519 -0.12373225  0.01239669  0.05405405  0.08641975
  0.08869988 -0.14779271 -0.2081448  -0.31282051  0.01858736 -0.01348748
 -0.00452489 -0.26086957 -0.03333333  0.11518858 -0.07744108 -0.3771518 ]","[0.05516544 0.06589952 0.04485168 0.04354025 0.03647029 0.0415932
 0.04952613 0.04883094 0.04469165 0.03213875 0.05191152 0.04519122
 0.03472041 0.04332968 0.032897   0.04809561 0.04310561 0.04389114
 0.06726659 0.0450108  0.05267534 0.03171502 0.05785163 0.03663799]",[0.08533429 1.58183289],0.7083333333333334,0.8333333333333334,0.9166666666666666,1.0,1.0,1.0,"[ 2.92497519  1.49498303 -2.80601218 -0.35734358  0.23721234  0.85852851
  0.29414257  1.51282742 -0.91563098  0.48599676  1.39325736 -3.6223326 ]","[-0.13401871  1.55449038  0.33378784 -0.20626845  1.79997999  0.41447127
 -0.34069905  1.5091206   0.29179443  0.04706441  1.79999925  0.25000007]","[ 1.40358455  0.48169912 -0.96097925 -0.39708552  0.29890171  0.21223285
  0.50620244  0.00793315 -0.54833009 -0.36479586  1.64752378 -0.69337947]","[-0.11249826  1.53643508  0.27579169 -0.251959    1.79999824  0.37529145
 -0.26642645  1.41417822  0.25196556 -0.04618186  1.79997446  0.25003854]"
"[ 0.00744335  1.72737325  0.25813686 -0.64757137  1.42788691  0.35290372
 -0.55825118  1.45585376  0.59968275  0.26051722  1.54869482  0.36581395]","[1.35 1.35 1.35 1.35 1.35 1.35 1.35 1.45 1.45 1.45 1.45 1.45 1.45 1.45
 1.45 1.63 1.63 1.63 1.63 1.63 1.63 1.63 1.88 1.88 1.88 1.88 1.88 1.88
 1.88]","[-0.65 -0.4  -0.2  -0.09  0.24  0.49  0.7  -0.71 -0.5  -0.24 -0.22  0.
  0.4   0.6   0.83 -0.8  -0.4  -0.22 -0.02  0.35  0.42  0.67 -0.8  -0.46
 -0.22 -0.04  0.21  0.57  0.7 ]","[ 0.48293692  0.49693252  0.3722467   0.27238806 -0.11507937 -0.34611289
 -0.62172285  0.5328084   0.56363636  0.40206186  0.44630072  0.20652174
 -0.29483283 -0.55176337 -0.81547619  0.3434903   0.5195122   0.33230294
  0.15654952 -0.18161435 -0.34797297 -0.51034483  0.09090909  0.30307467
  0.2952381   0.16129032  0.02040816 -0.27246377 -0.35240572]","[0.02815917 0.03039733 0.0308012  0.04156017 0.04424761 0.03061677
 0.03389399 0.04335398 0.02875843 0.03098879 0.0437179  0.03606585
 0.03041546 0.02813015 0.03157562 0.03495178 0.02983914 0.03707995
 0.03947524 0.03292566 0.0385312  0.0357083  0.07282444 0.03646426
 0.04169811 0.0341125  0.06387435 0.03662904 0.03374752]",[1.16794071 0.24194854],0.4827586206896552,0.7586206896551724,0.9655172413793104,0.6206896551724138,0.7931034482758621,1.0,"[ 0.23319285 -1.18069326 -0.02444682  1.02185632  1.82398197 -1.81989114
 -1.72282451 -0.20228988  0.38899541  3.38429761  0.98724098  0.90097845]","[ 0.00871924  1.4000687   0.25000227 -0.59715958  1.46500923  0.30533877
 -0.68909408  1.40000003  0.74338259  0.46110047  1.79999509  0.74997046]","[ 1.1937701  -1.00364548  1.18954259 -1.19284295 -0.60899156  0.74286292
 -1.99496793 -0.20720761  0.34883785  0.49242909  0.70071413  0.39743092]","[ 0.02862624  1.40006557  0.7499972  -0.72653549  1.4         0.37882938
 -0.65703494  1.40000006  0.74997729  0.33072975  1.78992681  0.50687968]"
"[-0.41263652  1.44289083  0.26645347  0.17422431  1.66513257  0.45933764
  0.35761832  1.58550523  0.58802814  0.17422431  1.4181593   0.7427403 ]","[1.2  1.2  1.2  1.2  1.2  1.45 1.45 1.45 1.45 1.45 1.45 1.45 1.45 1.45
 1.67 1.67 1.67 1.67 1.67 1.67 1.93 1.93 1.93 1.93]","[-0.75 -0.27  0.09  0.25  0.55 -0.69 -0.52 -0.44 -0.12 -0.02  0.26  0.4
  0.56  0.8  -0.66 -0.48 -0.24  0.23  0.51  0.61 -0.81 -0.1   0.25  0.63]","[-0.42650602 -0.42923434 -0.58914729 -0.54916793 -0.44322344 -0.60344828
 -0.68888889 -0.73113208 -0.72345133 -0.70454545 -0.74615385 -0.7076412
 -0.63100775 -0.40614334 -0.48594378 -0.46564885 -0.51196172 -0.54785479
 -0.41496599 -0.38522427 -0.10872483 -0.27628362 -0.17171717 -0.06544503]","[0.04439941 0.04350528 0.05030548 0.03250543 0.05425327 0.03701847
 0.02416223 0.03313231 0.02296154 0.02859297 0.04128952 0.04072613
 0.03054617 0.05338531 0.05538687 0.03866008 0.02657291 0.03398347
 0.04332557 0.03351844 0.03641998 0.03360324 0.03500565 0.03610117]",[0.07729991 1.04649235],0.2916666666666667,0.625,1.0,0.9583333333333334,0.9583333333333334,1.0,"[-1.4621914  -1.11666266  0.62903032 -0.83307016 -0.1559415  -0.6627753
  1.10186414  0.53069585  0.32563687 -0.33127616 -0.06018039 -0.93267746]","[-0.43609711  1.43210606  0.27287397  0.13335655  1.64626002  0.36564904
  0.43304214  1.76795488  0.74999998  0.14406742  1.40000116  0.42765832]","[ 0.07694329 -0.07195232  0.0898807  -0.15253278  0.3893595   0.63125307
 -0.39710523 -0.41229346 -0.50153984 -0.17023058 -0.04630853 -1.36043401]","[-0.40183519  1.42547243  0.29944929  0.10903398  1.79997376  0.73278462
  0.13498692  1.42879665  0.37560811  0.1235414   1.40002413  0.25      ]"
"[-0.05706902  1.78079502  0.30556093 -0.18158325  1.46350724  0.55480122
 -0.32684985  1.58054638  0.49112898 -0.32684985  1.44940203  0.27169876]","[1.28 1.28 1.28 1.28 1.28 1.28 1.5  1.5  1.5  1.5  1.5  1.5  1.77 1.77
 1.77 1.77 1.84 1.84 1.84 1.84 1.84]","[-0.66 -0.45 -0.06  0.14  0.34  0.69 -0.79 -0.44 -0.24  0.08  0.33  0.68
 -0.7  -0.08  0.    0.83 -0.81 -0.42 -0.01  0.29  0.61]","[-0.01466276 -0.15037594  0.07186358  0.12301013  0.1512605  -0.03340292
 -0.05098855 -0.17002237 -0.10816777  0.13715711  0.21804511 -0.06521739
 -0.20338983  0.02083333  0.00982801 -0.28510638 -0.07311321 -0.11464968
  0.13837375 -0.01681759 -0.07942238]","[0.05414721 0.0428625  0.03481001 0.03775288 0.06407454 0.0322905
 0.0322161  0.03295805 0.04670843 0.03497751 0.03454786 0.03467842
 0.06373384 0.05101996 0.03504829 0.04421212 0.03424823 0.05606114
 0.03740614 0.03596241 0.04235172]",[0.32543698 0.86547887],0.42857142857142855,0.5714285714285714,0.9523809523809523,0.47619047619047616,0.5714285714285714,1.0,"[ 1.08398721 -0.72349963 -0.61333855  0.63204119 -0.18692109 -0.22824933
  1.49123354  0.1533234  -1.16338133 -0.00675434 -0.08587931 -0.58233885]","[-0.04830409  1.7346842   0.25000012 -0.13590561  1.40000035  0.47243671
 -0.22732449  1.5905316   0.34125825 -0.32709943  1.44597628  0.25000033]","[-1.96071312 -0.29988129 -2.86618837  0.4124964   0.61083554 -0.58057205
 -0.98528184  0.74815509  0.09486648 -0.24008289  1.51203934 -0.3594525 ]","[-0.08482899  1.76751082  0.25000002 -0.14189896  1.56067974  0.38192093
 -0.44923116  1.8         0.50521661 -0.33576533  1.50602659  0.25      ]"
"[ 0.49415279  1.71732807  0.35252834 -0.33474867  1.74504873  0.66337586
 -0.33474867  1.50232432  0.43258309 -0.07970206  1.63562143  0.68415466]","[1.39 1.39 1.39 1.39 1.39 1.4  1.4  1.4  1.4  1.4  1.4  1.4  1.74 1.74
 1.74 1.74 1.74 1.74 1.83 1.83 1.83 1.83 1.83 1.83 1.83 1.83 1.83]","[-0.68 -0.31  0.07  0.48  0.59 -0.64 -0.59 -0.28  0.06  0.16  0.4   0.62
 -0.72 -0.47 -0.18  0.12  0.34  0.67 -0.74 -0.62 -0.43 -0.2   0.07  0.11
  0.33  0.52  0.8 ]","[0.45454545 0.4935305  0.43119266 0.35180055 0.29658793 0.40141844
 0.535      0.52164009 0.53517588 0.47126437 0.3597561  0.31081081
 0.62559242 0.61098398 0.71119134 0.70491803 0.6276771  0.39473684
 0.60700876 0.60260586 0.63578275 0.66521739 0.65158371 0.58381503
 0.60199005 0.51289398 0.23897436]","[0.06005257 0.03739255 0.06110875 0.0492671  0.0345962  0.03449459
 0.0422426  0.02879295 0.02994104 0.03574012 0.05151887 0.03494004
 0.02685387 0.02677772 0.02986754 0.03210799 0.03159728 0.03726203
 0.02811429 0.04554649 0.03085005 0.03481272 0.03608182 0.0436473
 0.0563221  0.04595188 0.03109772]",[0.07366907 0.94437636],0.4444444444444444,0.7037037037037037,0.9629629629629629,0.9629629629629629,1.0,1.0,"[ 0.52993928 -0.2254124   0.37144818  0.66503708  0.13752627 -0.94575355
 -0.2404274   0.40877209  0.70622508 -0.11455313  0.41558074 -1.42219237]","[ 0.51501773  1.71200819  0.36507067 -0.27288607  1.7999579   0.50712007
 -0.43694437  1.62392338  0.66206845 -0.0826215   1.78802668  0.25015   ]","[-0.03553268  0.17138698  0.34370862  0.97578121 -1.14186611 -0.06420889
  0.23004249  1.06158577 -0.55354886  0.54502453 -0.7000934   0.1367395 ]","[ 0.48526748  1.77752349  0.41682921 -0.01521742  1.42491215  0.6466687
 -0.30162552  1.79999722  0.25002445  0.19463722  1.40015786  0.74493359]"
"[ 0.15198382  1.63400511  0.28600383 -0.01572246  1.52768178  0.61869936
  0.34065338  1.56763715  0.28868385 -0.30920845  1.41069512  0.71088733]","[1.21 1.21 1.21 1.21 1.21 1.21 1.21 1.44 1.44 1.44 1.44 1.64 1.64 1.64
 1.64 1.93 1.93 1.93 1.93 1.93 1.93 1.93]","[-0.71 -0.56 -0.31 -0.02  0.31  0.48  0.67 -0.82 -0.01  0.01  0.79 -0.85
 -0.31  0.09  0.84 -0.72 -0.4  -0.16  0.08  0.24  0.43  0.83]","[ 0.08       -0.04639175 -0.0473251   0.01340483  0.0483871   0.18272425
  0.10684274  0.3133515  -0.03144654 -0.21465969  0.31242741  0.54275093
  0.03473492 -0.04238619  0.41841004  0.11058824  0.04240766 -0.07065217
  0.12295082  0.00530973  0.11462451  0.23846154]","[0.06304284 0.03585926 0.03203908 0.03660931 0.05178685 0.04007078
 0.03444962 0.04957066 0.03963297 0.07067073 0.03237392 0.03621039
 0.04273111 0.03958583 0.04154277 0.0482096  0.03695306 0.05199833
 0.03176636 0.04206972 0.03122754 0.03477282]",[1.56261989 0.292692  ],0.2727272727272727,0.45454545454545453,0.8636363636363636,0.2727272727272727,0.36363636363636365,0.8181818181818182,"[-0.7447758   1.26289713 -0.06170713  1.42267442 -0.33866139 -0.76704424
 -2.21491154  1.69505665 -2.95666452  1.50373189 -0.04169591 -1.53702413]","[ 0.143457    1.66588963  0.28407145  0.00610604  1.40000386  0.2500244
  0.29771036  1.60946693  0.25       -0.20400012  1.40000024  0.43681435]","[  0.55826897   0.7738357    0.93990273  -1.45771871  -0.6008931
 -10.39285036   0.72990322   1.56771724   0.37244406  -0.89252244
   1.00884656   0.10580846]","[ 0.18462969  1.70278017  0.43262575 -0.06372072  1.46919758  0.25000008
  0.38458217  1.63812933  0.30990881 -0.39711972  1.79998873  0.74999998]"
"[-0.25283863  1.4652452   0.65262897 -0.18215256  1.41410181  0.38994568
 -0.24196385  1.53756982  0.25979383 -0.06252998  1.59373185  0.573368  ]","[1.2  1.2  1.2  1.2  1.45 1.45 1.45 1.45 1.45 1.45 1.45 1.74 1.74 1.74
 1.74 1.74 1.85 1.85 1.85 1.85 1.85 1.85 1.85 1.85]","[-0.73 -0.33  0.03  0.53 -0.62 -0.45 -0.13  0.11  0.29  0.4   0.79 -0.68
 -0.21  0.07  0.27  0.61 -0.75 -0.57 -0.29 -0.18  0.12  0.32  0.61  0.67]","[-0.08411215 -0.05711086 -0.10942249 -0.18867925 -0.10832025  0.01216545
 -0.05793991 -0.01470588 -0.09090909 -0.13120567 -0.50131234 -0.13253012
  0.08148148 -0.03703704 -0.02916667 -0.20759193 -0.07612457  0.00884956
 -0.05116279 -0.0109356   0.03896104 -0.03833516 -0.1837238  -0.16068053]","[0.03640972 0.03340911 0.03874997 0.0674467  0.03938831 0.04932271
 0.03270106 0.0383441  0.06260913 0.04174358 0.03134529 0.07693041
 0.0606557  0.03511231 0.04562413 0.03369153 0.04147382 0.0470342
 0.03405506 0.03485572 0.06574521 0.03307084 0.03451702 0.04291332]",[0.98852066 0.45156571],0.4583333333333333,0.625,0.9166666666666666,0.625,0.75,0.9583333333333334,"[ 2.8352612  -0.63349638 -3.71078522  0.01116567  0.71325652 -0.74161291
  1.04415998  0.34477997 -0.02113995 -0.0822518  -0.11426249 -0.67237039]","[-0.16721278  1.42376348  0.37360347 -0.18166376  1.48031814  0.31932877
 -0.21228381  1.55251291  0.2500393  -0.06607307  1.56009769  0.25000027]","[ 1.45250941 -0.22150026 -2.01654386 -0.04291897  0.02871427 -0.84767764
  0.52741262 -0.00950186 -0.00624962 -0.35518784 -0.62745827 -0.9081214 ]","[-0.1613913   1.4154818   0.36699503 -0.18501561  1.42103992  0.30524836
 -0.20936382  1.53704756  0.25761026 -0.07490701  1.43393048  0.2500004 ]"
"[-0.47070336  1.42204887  0.46710699  0.27659888  1.65457586  0.44432146
  0.25718844  1.77633243  0.43068344 -0.4027668   1.67102221  0.5634901 ]","[1.3  1.3  1.3  1.3  1.3  1.3  1.48 1.48 1.48 1.48 1.68 1.68 1.68 1.68
 1.68 1.68 1.68 1.68 1.93 1.93 1.93 1.93]","[-0.67 -0.35 -0.25  0.26  0.53  0.7  -0.66 -0.22  0.36  0.43 -0.76 -0.54
 -0.4  -0.16  0.01  0.36  0.56  0.8  -0.68 -0.29  0.27  0.84]","[-0.51172414 -0.52958153 -0.54918033 -0.35632184 -0.20749665 -0.20972644
 -0.45381526 -0.56140351 -0.19075145 -0.22616822 -0.46987952 -0.65546218
 -0.61434978 -0.50222222 -0.5042735  -0.16346154 -0.06775068 -0.07309942
 -0.33054393 -0.42056075 -0.16212339  0.        ]","[0.03190802 0.0322227  0.0308885  0.03167788 0.03579177 0.03811706
 0.0564709  0.02929468 0.03731629 0.04211351 0.0395561  0.03461582
 0.03050581 0.04076417 0.04609257 0.06840491 0.03672593 0.03813366
 0.06104874 0.04385428 0.0373766  0.03806935]",[0.15442148 1.09807392],0.45454545454545453,0.5909090909090909,0.9545454545454546,0.9090909090909091,0.9545454545454546,1.0,"[-0.50116687 -0.0757523   0.92126308 -0.41848096  0.10358054 -0.33705027
  0.24814259  0.04647127  1.04708408  2.26823032 -0.18119807 -2.87978924]","[-0.49353761  1.4000009   0.51800229  0.24050868  1.66466633  0.39324302
  0.34368453  1.79240998  0.69801193 -0.24418437  1.65772923  0.29541426]","[ 0.25878069  0.42491445 -0.00893827  0.07482474 -0.10908912  0.44414279
  0.08971997 -0.96118434 -0.11991914  1.90476788 -0.01947414 -0.63980985]","[-0.3997449   1.53495638  0.46392373  0.40369958  1.62078655  0.58784797
  0.30036491  1.40437014  0.38669904 -0.17776434  1.66482011  0.25000022]"
"[ 0.0347665   1.46039057  0.30068218 -0.28129258  1.48057857  0.28977346
 -0.08533595  1.73910484  0.48762874 -0.29393494  1.42755937  0.41263435]","[1.25 1.25 1.25 1.25 1.57 1.57 1.57 1.57 1.57 1.72 1.72 1.72 1.72 1.72
 1.84 1.84 1.84 1.84 1.84 1.84 1.84 1.84]","[-0.75 -0.17  0.26  0.51 -0.75 -0.42 -0.01  0.4   0.59 -0.81 -0.41 -0.15
  0.43  0.83 -0.66 -0.64 -0.42 -0.09  0.16  0.28  0.61  0.73]","[ 0.18559557  0.03938731  0.0873494   0.02222222  0.22997416  0.12741313
  0.1160444   0.04638219 -0.03671072  0.26086957  0.01142857  0.0259481
  0.00606061 -0.21891892  0.12666667  0.12669683  0.10780669  0.03946102
  0.08393285  0.09333333  0.02496715 -0.02955665]","[0.03656956 0.03305139 0.03865919 0.0666502  0.04947037 0.04357938
 0.03155144 0.04302669 0.03829425 0.06365488 0.03779398 0.04466166
 0.04494583 0.03586903 0.05726999 0.04718185 0.06061573 0.03099944
 0.03450498 0.05141437 0.03623867 0.04960748]",[0.36209093 1.48428023],0.4090909090909091,0.6363636363636364,1.0,0.18181818181818182,0.2727272727272727,0.6363636363636364,"[ 0.64032791  1.05803592  0.69957346  0.32145684 -0.06268757  0.3476876
  0.69694147 -1.06211699 -2.65304355 -0.2750146  -0.06891117  0.48297577]","[ 0.07917061  1.79999927  0.58972084 -0.26438833  1.47666502  0.31987082
 -0.05929442  1.40014946  0.25       -0.38398674  1.40000043  0.5885003 ]","[ 3.30636999 -1.00447948 -0.56526074  9.2229531   2.38815219 -0.86808433
  0.19178319  0.22828671 -0.09004975 12.25413188  1.43585265 -0.32929922]","[ 0.06732696  1.41485917  0.25000001 -0.14053061  1.59288882  0.25000014
 -0.07012993  1.79999836  0.45293491 -0.05135901  1.8         0.25021906]"
"[-0.43324102  1.66755871  0.65824452 -0.39324955  1.71131175  0.25719043
  0.4732325   1.6454252   0.48739085  0.20662264  1.56209037  0.39853864]","[1.35 1.35 1.35 1.35 1.35 1.46 1.46 1.46 1.46 1.46 1.46 1.7  1.7  1.7
 1.7  1.7  1.7  1.7  1.7  1.7  1.88 1.88 1.88 1.88]","[-0.83 -0.32  0.15  0.48  0.54 -0.64 -0.53 -0.23  0.12  0.3   0.78 -0.83
 -0.58 -0.47 -0.18  0.07  0.09  0.29  0.55  0.81 -0.61 -0.32  0.39  0.63]","[ 0.10726644 -0.18766067 -0.43614458 -0.48036254 -0.47511312  0.11926606
 -0.0391363  -0.28865979 -0.46534653 -0.5734072  -0.445629    0.38709677
  0.17411765 -0.01070664 -0.25714286 -0.48424069 -0.54279749 -0.65458422
 -0.68896321 -0.5233853   0.09974425 -0.10979929 -0.60103627 -0.60836084]","[0.04135453 0.04980124 0.04417321 0.02783298 0.02959507 0.03882399
 0.03670777 0.03074128 0.06227743 0.0431195  0.0292299  0.0478055
 0.03377578 0.03271912 0.03266938 0.03311677 0.02713476 0.02468392
 0.02963913 0.0402129  0.05031998 0.03415266 0.02876462 0.02632406]",[1.15487268 0.40256614],0.6666666666666666,0.75,1.0,0.5,0.6666666666666666,1.0,"[-1.03054147 -0.24627992  0.20531866 -0.99193604 -0.35925385  1.25814714
 -3.8995753  -1.20367376 -3.61821686 -0.16850884  0.66639351 -0.05889674]","[-0.50385977  1.64410945  0.74136892 -0.44019513  1.70108397  0.30125538
  0.26981479  1.59932431  0.26726531  0.19423754  1.79999679  0.38900607]","[ 0.28063491 -1.2657354  -0.43296586 -3.83664067  0.32900772  3.22291891
 -0.22734942  0.25908737 -0.05893517 -0.37937323  0.82865035 -0.06002261]","[-0.39563416  1.58452634  0.57769768 -0.58035608  1.79999999  0.39854332
  0.42310411  1.67144029  0.46565056  0.16985299  1.67037376  0.37966111]"
"[ 0.79848219  1.7657061   0.66247322  0.63647131  1.66213852  0.65771161
 -0.91420425  1.72037219  0.71639862 -0.21987191  1.47515484  0.43663261]","[1.21 1.21 1.21 1.21 1.21 1.21 1.21 1.41 1.41 1.41 1.41 1.41 1.41 1.41
 1.74 1.74 1.74 1.74 1.74 1.74 1.74 1.74 1.74 1.98 1.98 1.98 1.98 1.98
 1.98]","[-0.84 -0.59 -0.37 -0.11  0.28  0.38  0.71 -0.66 -0.46 -0.19  0.03  0.33
  0.46  0.68 -0.81 -0.64 -0.3  -0.23  0.03  0.11  0.3   0.62  0.78 -0.72
 -0.36 -0.09  0.13  0.29  0.65]","[-0.1628468   0.07035755  0.19101124  0.40365112  0.60465116  0.60913706
  0.49281046  0.02077151  0.38926174  0.44262295  0.70526316  0.75562701
  0.7509434   0.66351607 -0.05390539  0.17383178  0.48831169  0.5589942
  0.77067255  0.77474403  0.91803279  0.73333333  0.5963964   0.06501548
  0.47826087  0.6101083   0.7357002   0.80983607  0.64981504]","[0.03426782 0.03387762 0.0600722  0.04120561 0.02589614 0.03995404
 0.03145986 0.05446172 0.05335947 0.04059206 0.04199431 0.02144381
 0.02342079 0.03252878 0.03311968 0.04257555 0.03144882 0.03646692
 0.02115892 0.02611904 0.0253836  0.03442652 0.0340723  0.05552377
 0.06104036 0.02748521 0.02126997 0.01939426 0.02669045]",[2.13245056 0.213468  ],0.3793103448275862,0.6206896551724138,0.9310344827586207,0.41379310344827586,0.4482758620689655,0.9310344827586207,"[-1.85394666 -0.89999245 -2.18640058  0.2711667  -1.62793097  0.03849899
  0.59698932  0.20023977 -0.52991792 -0.50359264  0.95780352  0.3957558 ]","[ 0.69024391  1.73244394  0.54973168  0.68406123  1.53633398  0.67231791
 -0.79307548  1.74113521  0.63171434 -0.27649241  1.79999789  0.57080859]","[ 1.04569538  2.36368543  0.74963335  1.24451803 -1.26630002  0.18281433
  0.21678699  0.16329383  0.10560836  0.56263954 -0.21496931 -0.07172658]","[ 0.89089523  1.79999991  0.73584626  0.7908374   1.49840532  0.74672049
 -0.9006985   1.76742882  0.74986495 -0.17139282  1.40034295  0.42301753]"
"[-0.47247141  1.51978009  0.3733538   0.07400155  1.73524892  0.26983136
 -0.0853864   1.68726745  0.28395953  0.05123184  1.45703172  0.48101126]","[1.2  1.2  1.2  1.2  1.2  1.2  1.48 1.48 1.48 1.48 1.48 1.48 1.48 1.48
 1.48 1.6  1.6  1.6  1.6  1.6  1.6  1.6  1.6  1.88 1.88 1.88 1.88 1.88
 1.88 1.88 1.88 1.88]","[-0.67 -0.52 -0.28  0.18  0.46  0.83 -0.75 -0.51 -0.31 -0.28 -0.03  0.27
  0.43  0.5   0.7  -0.81 -0.51 -0.22 -0.09  0.16  0.41  0.45  0.78 -0.75
 -0.55 -0.43 -0.15  0.04  0.2   0.41  0.56  0.79]","[-0.3253012  -0.36435868 -0.29429892 -0.35251799 -0.34591195 -0.33891213
 -0.53687316 -0.53225806 -0.52159468 -0.48523207 -0.49100257 -0.51687389
 -0.45263158 -0.39385475 -0.47347741 -0.68486739 -0.57323689 -0.43641913
 -0.36448598 -0.45454545 -0.45882353 -0.40066225 -0.42978723 -0.39039666
 -0.37931034 -0.33659731 -0.29292929 -0.24604013 -0.20743034 -0.2892562
 -0.30093071 -0.31764706]","[0.04641819 0.0313749  0.03751503 0.04582657 0.0526154  0.03513549
 0.03240068 0.05375802 0.04917725 0.04016185 0.03123253 0.03607869
 0.03049542 0.0343511  0.03904104 0.02878064 0.03484399 0.02869736
 0.06365613 0.03383579 0.02782087 0.0372807  0.05890067 0.02974475
 0.03247059 0.03294412 0.05548053 0.03149671 0.05443127 0.06153447
 0.03066719 0.0419874 ]",[0.73565824 0.38531849],0.46875,0.71875,0.96875,0.46875,0.71875,1.0,"[ 0.0688181   0.83755938 -0.10246411  0.12213415 -1.51375131 -0.65742983
 -0.02895879  1.28614756 -0.44312786 -0.60640084 -0.13835531 -0.3725508 ]","[-0.47119378  1.53052555  0.37150128  0.075875    1.64397582  0.2500004
 -0.08597262  1.77798877  0.2500008   0.02723189  1.4021469   0.30741097]","[ 0.03464372  0.38335181 -0.51442524  1.19042023 -3.1903014  -1.13217344
 -0.1762633   0.3258759   0.24403803 -0.11635445 -1.04352594 -0.74015999]","[-0.47167422  1.52590401  0.3642565   0.09689738  1.57378645  0.25
 -0.09815615  1.79999999  0.35173775  0.04831467  1.4         0.25000005]"
"[ 0.33176553  1.537477    0.68117641 -0.68470758  1.71685718  0.66097413
  0.38823626  1.71856217  0.60873344  0.38823626  1.76013604  0.58048439]","[1.35 1.35 1.35 1.35 1.35 1.35 1.57 1.57 1.57 1.57 1.74 1.74 1.74 1.74
 1.74 1.74 1.97 1.97 1.97 1.97 1.97 1.97 1.97 1.97 1.97]","[-0.73 -0.37 -0.17  0.2   0.51  0.63 -0.62 -0.17  0.34  0.45 -0.84 -0.36
 -0.06  0.17  0.46  0.64 -0.8  -0.62 -0.36 -0.25 -0.01  0.18  0.37  0.61
  0.81]","[ 0.52739726  0.38742394  0.18477044 -0.01428571 -0.01298701  0.0729927
  0.57765363  0.25984252 -0.11265647 -0.11073254  0.57275542  0.39589443
  0.06086957 -0.17610063 -0.14807302 -0.06390977  0.53964758  0.57528958
  0.32739421  0.24892704  0.06257669 -0.06082725 -0.22511485 -0.1661442
  0.01149425]","[0.03515748 0.04152036 0.03288754 0.04879002 0.06578962 0.06025106
 0.0272853  0.04284384 0.0370563  0.04102059 0.04561079 0.04972852
 0.05373836 0.0390329  0.04454126 0.04326687 0.02793913 0.05082493
 0.03153132 0.04486593 0.03495982 0.04923503 0.03812857 0.03187613
 0.04794316]",[0.04076119 0.96504302],0.52,0.64,0.92,0.92,1.0,1.0,"[ 1.20751135 -0.34724694 -1.01593986  1.60635819  2.93871278 -1.05523922
  0.16198255 -0.921638   -0.74767115  0.24824665  0.1971319  -0.24875622]","[ 0.37397924  1.40002798  0.6048894  -0.44254493  1.8         0.48401993
  0.41275069  1.61925903  0.47190678  0.4598371   1.79956637  0.48618928]","[-0.16109145  0.78410725  0.16365382  1.26361886  0.23503908 -0.46700105
 -0.54125512 -0.05711871 -0.17883409 -0.10780442 -0.53468374 -0.77119368]","[ 0.29295662  1.79955653  0.74999679 -0.16952813  1.7977584   0.48366618
  0.09102722  1.69878992  0.53858353  0.36311903  1.6023823   0.25001378]"
